FCN,DefFCN,InceptionTime
0.896,0.9060000061988831,0.89
0.844501278772378,0.8332480788230896,0.7698209718670077
0.84,0.8388571381568909,0.8
0.844,0.7933333277702331,0.9826666666666668
0.66,0.799999988079071,0.74
0.9,0.8300000071525574,0.9
0.93,0.9099999785423278,0.75
0.993777777777778,0.9940000057220459,0.9946666666666666
0.906666666666667,0.9133333325386047,0.7833333333333334
0.979591836734694,0.9830903768539428,0.97667638483965
0.804010416666667,0.7929166674613952,0.78328125
0.822898550724637,0.8284057974815369,0.6917391304347825
1.0,1.0,1.0
0.8176,0.8064000010490417,0.7343999999999999
0.791794871794872,0.7830769181251526,0.7933333333333333
0.782051282051282,0.7933333277702331,0.8020512820512821
0.80051282051282,0.8076923012733459,0.8117948717948718
0.739535714285714,0.7543622510773795,0.7633452380952381
0.358823529411765,0.9333333134651184,0.8908496732026144
0.712230215827338,0.7453237414360047,0.716546762589928
0.760144927536232,0.7666666626930236,0.7905797101449276
0.693525179856115,0.69928058385849,0.6733812949640288
0.88,0.8560000061988831,0.892
0.940533333333333,0.939466655254364,0.9334222222222222
0.98815331010453,0.9902439117431641,1.0
0.573480662983425,0.620441997051239,0.530939226519337
0.45414364640884,0.42486187219619753,0.4845303867403315
0.717985611510791,0.7338129639625549,0.7510791366906474
0.707456879782129,0.6955258846282959,0.7118142912722085
0.6796,0.675600004196167,0.7428
0.93810650887574,0.9355029702186585,0.7698224852071005
0.927272727272727,0.9340909123420715,0.7863636363636364
0.944292682926829,0.9449756026268006,0.8903414634146343
0.651428571428571,0.6720879316329956,0.7815384615384616
0.961142857142857,0.9725714325904846,0.9211428571428572
0.916515151515151,0.9122727513313293,0.9542424242424243
0.779506172839506,0.7713580131530762,0.8382716049382717
0.996561403508772,0.9953684210777283,0.996982456140351
0.697263157894737,0.7901754379272461,0.8627368421052631
0.997333333333333,0.9880000114440918,0.984
0.991772151898734,0.9936709046363831,0.9797468354430379
0.99620253164557,0.9879746913909913,0.9873417721518987
0.987936507936508,1.0,0.9555555555555557
0.714285714285714,0.7028571605682373,0.8133333333333332
0.811351351351351,0.8762162208557129,0.9378378378378379
0.474025974025974,0.49675323963165285,0.4701298701298701
0.65,0.6,0.675
0.981512605042017,0.9596638679504395,0.9109243697478991
0.323272727272727,0.42909090518951415,0.3167272727272727
0.998393574297189,1.0,0.9959839357429718
0.29718875502008,0.7943775057792664,0.9598393574297189
0.392525252525252,0.40808081030845644,0.6190909090909091
0.96268221574344,0.9638484001159668,0.9626822157434403
0.899733333333333,0.8911999940872193,0.8933333333333333
0.734426229508197,0.7540983438491822,0.8295081967213115
0.827397260273973,0.7589040994644165,0.7753424657534247
0.970319829424307,0.9678464889526367,0.8892963752665246
0.783333333333333,0.9466666579246521,0.9266666666666665
0.782631578947368,0.7607894778251648,0.7781578947368422
0.535064935064935,0.5454545497894288,0.5168831168831168
0.791752577319588,0.7793814539909363,0.836426116838488
0.5,0.5025974035263061,0.5077922077922078
0.957938144329897,0.9683298945426941,0.940701030927835
0.894268041237113,0.8983092784881592,0.8583092783505155
0.934345047923323,0.9273162841796875,0.8971246006389777
0.953791348600509,0.9523664116859436,0.9188804071246819
0.952773536895674,0.9461577534675598,0.9229516539440203
0.967768595041322,0.9842975258827209,0.8239669421487603
0.506666666666667,0.8199999928474426,0.7533333333333333
0.821678321678322,0.8055944085121155,0.8403263403263403
0.32542194092827,0.3402953565120697,0.3013713080168776
0.192307692307692,0.5875,0.24807692307692303
0.9875,0.9894230723381042,0.9682692307692309
0.803846153846154,0.12788461595773692,0.7721153846153845
1.0,1.0,0.9961904761904762
0.872222222222222,0.9111111164093018,0.931111111111111
0.830243902439024,0.8468292713165283,0.8448780487804879
0.898969072164948,0.9058419227600097,0.8859106529209623
0.769756097560976,0.766829252243042,0.7921951219512195
0.5104,0.48640000224113467,0.46506666666666663
0.632,0.6560000061988831,0.58
0.620266666666667,0.5952000021934509,0.5690666666666667
0.831333333333333,0.8203333377838135,0.86
0.478222222222222,0.5164444446563721,0.5475555555555556
0.741777777777778,0.7368888854980469,0.8564444444444443
0.747777777777778,1.0,0.9977777777777778
0.892333333333333,0.8993333101272583,0.883
0.776,0.7765333414077759,0.7888
0.969333333333333,0.9933333396911621,0.9773333333333334
0.965058236272879,0.9733776807785034,0.935108153078203
0.977334732423924,0.977334725856781,0.9238195173137461
0.966270033997086,0.9607576608657837,0.9667071393880524
0.96972972972973,0.9778378486633301,0.974054054054054
0.96704,0.9667199969291687,0.9507199999999999
0.964422110552764,0.9650251269340515,0.9489447236180905
0.987333333333333,0.996666669845581,0.9906666666666666
0.959649122807017,0.9701754450798035,0.9491228070175438
0.887692307692308,0.8953846096992493,0.9384615384615383
1.0,1.0,1.0
0.99964881474978,0.9994732141494751,0.9885864793678666
0.86945,0.9134999990463257,0.9999499999999999
0.986111111111111,0.9930555820465088,0.986111111111111
0.814461194863205,0.826856505870819,0.8952540480178671
0.750753768844221,0.762869906425476,0.7859854829704076
0.643439419318816,0.6419318795204163,0.7286432160804021
0.726465661641541,0.7433835864067078,0.7390843104410945
0.997242050616483,0.9977936387062073,0.995944192083063
0.625925925925926,0.7370370388031006,0.6888888888888889
0.564263322884013,0.5689655303955078,0.6570532915360502
0.776623376623377,0.7714285492897034,0.7922077922077922
0.732467532467533,0.7480519533157348,0.8025974025974026
0.8424,0.8170000076293945,0.8375999999999999
