Stripped,DefFCN,No Modulation,No DWSC
0.896,0.9060000061988832,0.905537137820714,0.9005979416552863
0.844501278772378,0.8332480788230896,0.8324512481590493,0.8377164069411824
0.84,0.8388571381568909,0.8221665723195809,0.821698906748451
0.844,0.833,0.7928635011154064,0.7922808864654974
0.66,0.799999988079071,0.7997701347783072,0.7882773146559806
0.9,0.8440000071525574,0.833764367379454,0.8308554033298686
0.93,0.9099999785423278,0.909433909828772,0.9042164409444357
0.993777777777778,0.994000005722046,0.9978224707883132,0.99018481102021
0.906666666666667,0.9133333325386048,0.9125538633558156,0.8903791835635574
0.979591836734694,0.9830903768539428,0.9826386021760932,0.9684438193753112
0.804010416666667,0.8129166674613952,0.7997759154636025,0.7980294306704575
0.822898550724637,0.8284057974815369,0.8278318672423217,0.8122906055609617
1.0,1.0,0.999540154524356,0.9922391771677
0.8176,0.8064000010490417,0.8057223379277378,0.8102901905157285
0.791794871794872,0.7830769181251526,0.7829411638805195,0.772146290913315
0.782051282051282,0.7933333277702331,0.7927952055277069,0.799482883890554
0.80051282051282,0.8076923012733459,0.8155763993243399,0.7940246698690852
0.739535714285714,0.7543622510773795,0.7539575030369927,0.7417346781139172
0.358823529411765,0.9333333134651184,0.9324926996102022,0.9056467137262664
0.712230215827338,0.7453237414360047,0.7421715027417788,0.7497363272767111
0.760144927536232,0.7666666626930236,0.7661521912747198,0.7451453449886807
0.693525179856115,0.69928058385849,0.6938374939878792,0.686442407062921
0.88,0.8560000061988831,0.8487856282150078,0.8409117117010438
0.940533333333333,0.939466655254364,0.9390940813886738,0.9335109078234356
0.98815331010453,0.990243911743164,0.9897120118221042,0.9878821392919768
0.573480662983425,0.620441997051239,0.6199928175617542,0.6215237127871687
0.45414364640884,0.4248618721961975,0.4380306298441017,0.4144850318008782
0.717985611510791,0.7338129639625549,0.7360453766468792,0.731560658546057
0.707456879782129,0.6955258846282959,0.6949242045613323,0.6964632051118148
0.6796,0.675600004196167,0.6749935406284426,0.6767376370492024
0.93810650887574,0.9355029702186584,0.9383043623083112,0.9400019410131268
0.927272727272727,0.9340909123420716,0.940683881662034,0.9413901056037068
0.944292682926829,0.9449756026268006,0.9442990302325104,0.9376982094547206
0.651428571428571,0.6720879316329956,0.6719918273345854,0.6636091815601125
0.961142857142857,0.9725714325904846,0.9768237459938894,0.9699825090575324
0.916515151515151,0.9122727513313292,0.911710684212583,0.891822070859305
0.779506172839506,0.7713580131530762,0.7724048122065384,0.7630749325256009
0.996561403508772,0.9953684210777284,0.9967081500443856,0.999435015128351
0.697263157894737,0.7901754379272461,0.7899104623051822,0.7962706307111821
0.997333333333333,0.9880000114440918,0.9876332460894364,0.9978668639035988
0.991772151898734,0.9936709046363832,0.9952542425861178,0.99811634897836
0.99620253164557,0.9879746913909913,0.991165591103266,0.9652616459008498
0.987936507936508,1.0,0.9996308768225672,0.9764780940258254
0.714285714285714,0.7028571605682373,0.7023145688571124,0.6946169531746519
0.811351351351351,0.8762162208557129,0.8760724118575636,0.8547362038557325
0.474025974025974,0.4967532396316528,0.4986449587786096,0.4836885442182915
0.65,0.6,0.6029407643606303,0.6057451167915441
0.981512605042017,0.9596638679504396,0.9592565376913365,0.952196519891072
0.323272727272727,0.4290909051895141,0.4286865291397142,0.4296475962398333
0.998393574297189,1.0,1.0,0.9770154849394428
0.29718875502008,0.8650602340698242,0.8648008328112057,0.8517348164537042
0.392525252525252,0.4080808103084564,0.4108480741581171,0.4088467935891063
0.96268221574344,0.9638484001159668,0.9633677650732586,0.9592823243470664
0.899733333333333,0.8991999940872193,0.8910341376456544,0.8670753502988354
0.734426229508197,0.7540983438491822,0.7612841687648446,0.7353013281999584
0.827397260273973,0.7589040994644165,0.7649046938682318,0.7453464889538969
0.970319829424307,0.9678464889526368,0.9676865317104512,0.97585688029542
0.783333333333333,0.946666657924652,0.946322690535638,0.9407641542376372
0.782631578947368,0.7607894778251648,0.7603742823201031,0.7430018147709294
0.535064935064935,0.5454545497894288,0.5453051430492161,0.5310788716606011
0.791752577319588,0.7793814539909363,0.7787032271545685,0.7583854359021358
0.5,0.5025974035263061,0.5022822310003326,0.4929889366810981
0.957938144329897,0.968329894542694,0.9706370197339044,0.9762583570723684
0.894268041237113,0.8983092784881592,0.8980070558810171,0.8777086012309917
0.934345047923323,0.9273162841796876,0.9265023447343762,0.9262112051577752
0.953791348600509,0.9623664116859436,0.9568445533236314,0.960065465205566
0.952773536895674,0.9561577534675598,0.9457759435795952,0.9504225154904165
0.967768595041322,0.9842975258827208,0.9841758502191604,0.9573166938970344
0.506666666666667,0.8199999928474426,0.8194276694208449,0.8263582747993665
0.821678321678322,0.8155944085121155,0.805210509176186,0.7834580209397194
0.32542194092827,0.3402953565120697,0.339957595987438,0.3435545985811364
0.192307692307692,0.7134615302085876,0.7199036316868356,0.7035968991064149
0.9875,0.9894230723381042,0.9952210295546912,0.9914926011939532
0.803846153846154,0.1278846159577369,0.1277818047219449,0.125077405673203
1.0,1.0,1.0,0.987802649258374
0.872222222222222,0.9111111164093018,0.9167417934913088,0.8951477663692761
0.830243902439024,0.8468292713165283,0.8462500466951045,0.8401864289788401
0.898969072164948,0.9058419227600096,0.911169760327622,0.8845122054531128
0.769756097560976,0.766829252243042,0.7710061973712017,0.7628513091105672
0.5104,0.4864000022411346,0.4910307610822765,0.4809747628677314
0.632,0.6560000061988831,0.6618063066701348,0.6571277170793928
0.620266666666667,0.5952000021934509,0.5962800104292445,0.587140846313925
0.831333333333333,0.8203333377838135,0.8198377235156893,0.8075507365568532
0.478222222222222,0.5164444446563721,0.5163711035031465,0.5082529780164803
0.741777777777778,0.7368888854980469,0.7390469153057974,0.7414382643281818
0.747777777777778,1.0,1.0,1.0
0.892333333333333,0.8993333101272583,0.9029819800459216,0.8982616121845952
0.776,0.7765333414077759,0.7785594673788487,0.7604402039125329
0.969333333333333,0.993333339691162,0.9931894630094366,0.9672328703902058
0.965058236272879,0.9733776807785034,0.9749382824043394,0.9463592259198214
0.977334732423924,0.977334725856781,0.9767011081559418,0.9855414873279796
0.966270033997086,0.9607576608657836,0.9598752801492424,0.9690311535002872
0.96972972972973,0.97783784866333,0.9816639653929538,0.9789181937993616
0.96704,0.9667199969291688,0.9711762171224289,0.9751819932880976
0.964422110552764,0.9650251269340516,0.9643343158600708,0.9720771766905546
0.987333333333333,0.996666669845581,1.0,0.9981907732041004
0.959649122807017,0.9701754450798036,0.9779684091154268,0.9432665156164683
0.887692307692308,0.8953846096992493,0.8990665656524285,0.90158317390152
1.0,1.0,0.9990863124778838,1.0
0.99964881474978,0.9994732141494752,0.9950935259159326,0.9850935259159326
0.86945,0.9134999990463256,0.9128880940811336,0.9171843856087524
0.986111111111111,0.9930555820465088,0.9970461356531328,0.9960417552970892
0.814461194863205,0.826856505870819,0.8263357748159897,0.8312815814557357
0.750753768844221,0.769869906425476,0.7649770098464346,0.7439132677344836
0.643439419318816,0.6419318795204163,0.6417525457912804,0.647303815985254
0.726465661641541,0.7433835864067078,0.7427376769523978,0.7448758154754345
0.997242050616483,0.9977936387062072,1.0,1.0
0.625925925925926,0.7370370388031006,0.7368940310563248,0.7292407824046157
0.564263322884013,0.5689655303955078,0.5687177122252608,0.5583636209759164
0.776623376623377,0.7714285492897034,0.7762321689936352,0.7542739348751124
0.732467532467533,0.7480519533157348,0.7511342173139012,0.7347154896050287
0.8424,0.8170000076293945,0.8223781076268666,0.8248058797789464
